"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"rsmD",2038.99442500884,-0.41619298615641,0.125100886957801,-3.32685879594762,0.000878308675268564,0.00131663598025193
"rnc",4692.35596606604,-0.404181263161653,0.106240362893443,-3.80440401513914,0.000142146016333678,0.000227205279119695
"murQ",419.603203661552,-0.401441264895905,0.217465409566251,-1.84600054646211,0.0648921260859362,0.0828454408410669
"cobQ",3412.41138546633,-0.399565828236059,0.11136573414758,-3.5878704638768,0.000333389841911654,0.000519331338868252
"proS",21690.4541416796,-0.397161265177329,0.108938904414322,-3.6457247969635,0.000266639210359008,0.000419456149102313
"steT_1",64.2753985639765,-0.395106356071034,0.523072390869564,-0.755356931407147,0.450034847571726,0.504901675358836
"xerD_2",1703.49045614351,-0.392537853592974,0.145362442318075,-2.70040766606028,0.00692545575777525,0.00977422479288848
"pncB2",9576.69779104189,-0.388874398826116,0.094224461598946,-4.12710661570356,3.67356105102327e-05,6.09198874294693e-05
"cspL",23115.9491642855,-0.38475185781185,0.122611745736552,-3.13796900533935,0.00170122865250397,0.00249388214989532
"exuR_3",3256.97367327715,-0.383346203190056,0.116028546019086,-3.30389560450923,0.000953513321376004,0.00142534573486441
"rsmC",2597.63128684934,-0.381144018108066,0.12214468332898,-3.12043068695431,0.00180586791845031,0.00263998321962617
"plsX",17451.8327080572,-0.380406412657273,0.0937661946012885,-4.05696759130337,4.97139772380943e-05,8.17610038874443e-05
"mutL",10099.136323387,-0.379529681559909,0.103739333766405,-3.65849353162913,0.000253702142805079,0.000399499318838463
"ybiT_2",1260.7287597274,-0.377019909176817,0.142438993365523,-2.64688692519274,0.0081236511464514,0.0113945838107054
"lipO_1",68.841180085835,-0.37674831818325,0.489258429465954,-0.770039503651447,0.44127645989005,0.496474999395731
"iadA",9786.3314480817,-0.373751150008038,0.106010894484253,-3.52559189153484,0.000422537558179799,0.000649388773073972
"gltX",30370.5869049276,-0.373182656408624,0.0962313289896471,-3.87797467131284,0.000105329680179386,0.000169721508953018
"rlmL",13111.6906181797,-0.370367027087324,0.0917205695553983,-4.03799310103091,5.39104382186766e-05,8.82977547779148e-05
"ligA_1",8845.33066346975,-0.366488085754936,0.113663000680195,-3.22433935019977,0.00126263678221354,0.00187161802354186
"benM",520.043935745379,-0.364639985771781,0.204043746030924,-1.78706768947733,0.0739265489134735,0.0936285329118932
"cwlC",40.7957919516423,-0.363388623009309,0.636639845158542,-0.57079151701354,0.568140973906092,0.621636034679381
"ruvA",5101.27965885751,-0.362659569302395,0.119727396938743,-3.02904413338197,0.00245328841429395,0.00356028728856515
"pgsA",6640.74239226483,-0.361608076397991,0.103817631156217,-3.48310852762446,0.000495627398745984,0.000757234950867185
"ecdB",72.5213036801713,-0.3609606139206,0.523870481977828,-0.689026441340662,0.490806628259063,0.544884346017035
"glnM_1",1809.12722339775,-0.355557526388408,0.133117706884414,-2.67100098634616,0.00756254245890039,0.0106450641861799
"artM_1",11.6544663519655,-0.35387778618688,1.16088365923171,-0.304834841435429,0.760491944016536,0.795076017215762
"ohrR",1734.1134482518,-0.350251872223934,0.13073727737268,-2.67905129480023,0.00738310826546886,0.0104016888129437
"recR",7969.48510473248,-0.348595258972921,0.0958752629022779,-3.63592493434132,0.000276984988044076,0.000434015847407647
"ezrA",51257.1318271753,-0.348436728507249,0.0882101212059544,-3.95007651892591,7.81262125608911e-05,0.000126915235098917
"yesS",131.784737811584,-0.348041930755291,0.372088577492063,-0.935373864742501,0.349595660916277,0.402718011706739
"mazF",709.15373760855,-0.345363153423092,0.177983476735825,-1.94042255920027,0.0523283571632909,0.0678393685699993
"divIB",13224.4119111974,-0.342787839348151,0.0972293956429403,-3.52555764726735,0.000422592191523012,0.000649388773073972
"pgcA",20943.5132226226,-0.340721612537767,0.102514067462997,-3.32365714257464,0.000888453516226464,0.00133059077877002
"gatA_2",8549.21187347196,-0.340056078254939,0.108414489700617,-3.13662942281972,0.00170901988779359,0.00250299876850727
"nagA",12830.4331844909,-0.339515950751949,0.0948167052132426,-3.58076090060689,0.000342595057541564,0.00053158999181888
"steT_2",3353.82386059858,-0.338809943832858,0.120946863576735,-2.80131235993482,0.00508952294858148,0.00725382321767387
"atpG",22567.3050441101,-0.338553423586767,0.101609488391696,-3.33190757030162,0.000862528980712141,0.0012941999408989
"rpmG2",982.469295255407,-0.333802492867777,0.158143901496892,-2.11075159843794,0.0347936683800076,0.0461211657460217
"walK_2",9010.82149614752,-0.328957405460657,0.0950624844262013,-3.46043349746484,0.000539306425413954,0.000821603664362693
"tee6",599.517465085939,-0.328666514356269,0.186126234325635,-1.765825841516,0.0774250716943308,0.0975163877669104
"lacC_1",375.196055361472,-0.328156526089102,0.228998729403313,-1.43300588149182,0.151856156522105,0.185822445183083
"ftsW_1",10742.6985069861,-0.32558463206836,0.0942018189280073,-3.45624570494954,0.000547755773473802,0.000833678003222077
"clpB",5366.1502842388,-0.324609573242991,0.100955842449552,-3.21536193811865,0.00130280146015043,0.00192756498565008
"dnaD",2688.70976018728,-0.323147629496629,0.119283925378136,-2.70906267103665,0.00674735931158274,0.00953131856613995
"gatA_3",254.844328081077,-0.322922370823079,0.264121624362614,-1.222627536092,0.221470407843528,0.265098412997666
"perR",2556.5610472814,-0.322429633938575,0.137011546924048,-2.35330263161917,0.018607483122551,0.0252111601115755
"ydcV",1645.53438522421,-0.319574127944282,0.143841442282353,-2.22171109294757,0.0263028363991915,0.0350704485322553
"bsdC",225.907542356486,-0.318934579439875,0.285639671671211,-1.11656261741887,0.264181382806205,0.310617992191638
"rifL",21.4316447689422,-0.316026177684787,0.884576228218213,-0.35726279726209,0.720895078122263,0.764091187996433
"ltaS1_1",2689.81196079633,-0.31013485367512,0.126283324007644,-2.45586546056032,0.0140545764387791,0.0193387084620021
"polC_1",18570.3138935609,-0.305230432287568,0.0896469194794692,-3.40480670233706,0.000662109026611129,0.00100102333367988
"comGA",52.049059379541,-0.298622271055451,0.560499036774832,-0.532779276078249,0.594186381190753,0.646137103043496
"pcp",4332.56027235857,-0.296823939363346,0.114898073902216,-2.58336740802076,0.00978410671619988,0.0136754151819054
"aroE",1239.49791581368,-0.296275220508936,0.145486367070255,-2.03644662022432,0.0417055280920463,0.0547815187479684
"intQ_2",844.407888027113,-0.289368082770289,0.162486888475035,-1.78087035505482,0.0749336325562132,0.0946780500234059
"pcrA",9266.61527765147,-0.286815469127894,0.0944049414569893,-3.03814042677593,0.00238042999064558,0.00346402609242026
"clcA",2794.58184485483,-0.286529747309896,0.113794608837214,-2.51795537800725,0.0118038274108792,0.0163833419687181
"lytA_2",342.295135930709,-0.285030858489384,0.240169778745439,-1.18678902890398,0.235310847397344,0.280400351090248
"rsmB",11175.6066960508,-0.28366427787776,0.0964408858815381,-2.94132799885513,0.00326808282071522,0.00469142276878146
"atpF",9164.41620513985,-0.282841937017363,0.0953674600075643,-2.96581178732168,0.00301885174684866,0.00434933210948694
"manZ_1",58.6387167781935,-0.278667363957128,0.529747046100177,-0.526038542373357,0.598861427953689,0.650332464735521
"nagJ",61.4207481552539,-0.275519629724594,0.519646605316794,-0.530205772356827,0.595969269302075,0.647633499473655
"yecD_1",3065.01670901379,-0.274117386774172,0.137376403104207,-1.99537461005031,0.0460020379815489,0.0599797251978918
"galK_1",439.404177137553,-0.270350363933039,0.208338975550013,-1.2976466031827,0.194408800139648,0.235718819362011
"opuAA",8417.0060745712,-0.266995386134916,0.112281588562676,-2.37790887671559,0.0174111279548541,0.0237316059110682
"potD",3693.81083422593,-0.264733935033965,0.112626004237806,-2.3505578203324,0.0187452950318756,0.0253547236115088
"kojP",89.1948828441807,-0.263092386701505,0.43799799755702,-0.600670295683841,0.548059607325361,0.601731651628948
"licC_1",175.007668711827,-0.261430254202859,0.325604476825816,-0.802907431591346,0.422028240320296,0.476502807510576
"znuC_1",1495.0697136581,-0.261201003276635,0.135521666652714,-1.92737449094383,0.05393297629577,0.0697990528542991
"lrgA",550.003478869762,-0.260768133332963,0.195120809241897,-1.33644450505369,0.181404027846644,0.220960376688491
"mtnB",39.4226670646214,-0.258550732132703,0.652469871369691,-0.396264629951331,0.691909817289792,0.738284469923156
"hpt",10299.6952097422,-0.25735727857733,0.101467631508731,-2.53634853549514,0.0112015187339124,0.0155745133837454
"spoIIIE",11567.4124456795,-0.25728953643018,0.1024646804934,-2.51100706303137,0.0120387288245685,0.0166802926794718
"dnaG",14383.8118141652,-0.25659262999204,0.114984938417035,-2.23153252525485,0.0256458755272859,0.0342518740263751
"coaA",7898.57996023273,-0.256423252099758,0.101269245060534,-2.53209404243589,0.0113383577075992,0.0157510169899633
"deoB",16382.7743435814,-0.256320076082035,0.0955675999439191,-2.68208133543636,0.00731656685694899,0.0103170721313222
"crr_2",209.808584866781,-0.254230674453631,0.293458062480135,-0.866327107543145,0.386310804831933,0.440865090532213
"bfrA",245.31986314058,-0.254174488932666,0.26997720937068,-0.941466464984767,0.34646586681643,0.399401636474842
"ruvB",9475.83437240249,-0.252426465971951,0.100286923611947,-2.51704266997657,0.0118344495792442,0.0164115363503108
"plsC",2713.90571562067,-0.240328090097216,0.114103091003082,-2.10623645673827,0.0351838178381317,0.0465995324445138
"ccpA_2",23206.5053879191,-0.228538716553108,0.0890233871688604,-2.56717615248243,0.0102530511991805,0.0142932202356351
"yidA_1",3836.7578617447,-0.227358768622524,0.11254329995721,-2.02018928455952,0.0433637573399649,0.0568190137326948
"cspLA_1",22040.7919568227,-0.227354751198943,0.122795122476979,-1.85149659540888,0.0640981440859247,0.0819632493050539
"proA",8133.62315470035,-0.225863951624458,0.0956082018784269,-2.3623909579605,0.018157482199326,0.0246644297451595
"rlmI",2666.32682958628,-0.225591796735054,0.115928462835678,-1.94595693945169,0.0516599123373438,0.0670273679226173
"ytcD",54.4869279480655,-0.224661475883847,0.564729363797917,-0.397821488107071,0.69076177658475,0.737553821812825
"recO",1510.97847034983,-0.223318496446813,0.134746980084842,-1.65731726459623,0.0974553486121403,0.121494843375511
"araQ_7",28.3457231538734,-0.214696958076673,0.77070030782833,-0.278573857952184,0.780571877131262,0.812961356638692
"potB",1164.88916897038,-0.213721533273193,0.154602523130648,-1.38239356606481,0.166850890555012,0.20354530096826
"xerD_3",6841.79980813443,-0.212887863347469,0.102693570350709,-2.07303984680283,0.0381685713714413,0.050426859438452
"dhaS",3514.92737828406,-0.212187872643298,0.110109337043908,-1.92706520936262,0.0539715038088205,0.0697990528542991
"msrR_1",7449.33874053558,-0.209986248599488,0.10385059497033,-2.02200332756381,0.0431760080951358,0.0566662859748197
"yjmB",40.5225631153467,-0.209119418553304,0.647941475381889,-0.322744300988066,0.746888898656735,0.786406829802594
"scpB",4331.75990197116,-0.207973945153425,0.134152890301258,-1.55027554521109,0.121075394315226,0.14965219545795
"atpH",6086.35334045148,-0.204835953998574,0.113646618934612,-1.80239373523668,0.0714834801531005,0.0906064493660318
"ilvE",9035.13255371649,-0.204531513182117,0.0981980151515168,-2.08284773237556,0.0372651051341055,0.0493150850985004
"gmuR",1308.90926214876,-0.202978128716682,0.142937534910225,-1.42004777712283,0.155593772254275,0.190103826115737
"pbpF",8019.1455737864,-0.199975594977392,0.0974949814064034,-2.05113732104632,0.0402535757360479,0.0530055356259622
"immR",614.733015651994,-0.199627806615998,0.199551592003829,-1.00038192936174,0.31712571171044,0.367976773354971
"comGC",8.49735394936842,-0.195976538214055,1.35075397086735,-0.145086775564475,0.884642359378447,0.902788869314415
"sacA",88.9112173401427,-0.194886751066777,0.449656092835862,-0.433412899706702,0.6647148307267,0.715017574673586
"rluB_2",6903.45671251403,-0.192400137736643,0.100390804459348,-1.91651156470764,0.0553000126073686,0.0714591072004308
"copY",644.699933965919,-0.192140007699102,0.185841657063685,-1.0338909517647,0.301187145473259,0.350504338884085
"rplI",5034.53677728639,-0.189402395098984,0.101931360164901,-1.85813664011327,0.063149612810162,0.0810910585407568
"degA_2",1595.83834284726,-0.187497307664834,0.141445710670673,-1.32557789681854,0.184979551556528,0.224628105322648
"prfB",5382.72337013222,-0.184771632766457,0.110052604495085,-1.67893920924615,0.093163891970383,0.116418301426099
"dnaA",17294.7060767045,-0.183324635643514,0.089845334353929,-2.04044691871634,0.0413058328365372,0.0543013095588499
"gpsA_2",5174.4770918206,-0.178576822793714,0.101046738406929,-1.76726953891932,0.0771830986812792,0.0972885931121112
"tadA_1",1010.33965021465,-0.171901877683422,0.15437435853114,-1.11353905738656,0.26547698358681,0.311680942382155
"rbfA",13028.9332531071,-0.170363703637038,0.108159897893076,-1.5751096936635,0.115231126912804,0.142650042025804
"rhgT",82.561447255963,-0.16510659357224,0.473116264333347,-0.348976786509097,0.72710673700408,0.768999502779536
"prkC",32525.8737505318,-0.164891157652563,0.0879048470429954,-1.87579141764405,0.060683926939204,0.0780992818813361
"tag",734.370495807285,-0.161540821946161,0.17634060948208,-0.916072720972292,0.359628754388664,0.413080069976012
"yadH",879.57558498359,-0.161330121382215,0.16746173198577,-0.963385004258308,0.335354348919409,0.38827936253069
"zupT",1834.82185336968,-0.160724562644,0.130384212838259,-1.23269956649873,0.21768787364032,0.260963173821829
"proX_1",118.953939990674,-0.154309326512119,0.379658647217664,-0.406442280830368,0.684417658682686,0.731761526274571
"exuR_1",883.23235431453,-0.153959635342709,0.166874469436174,-0.922607489707074,0.356211791149037,0.409450665349652
"ganB",80.8636166183203,-0.153340077645749,0.48098033676971,-0.318807373032313,0.749872586932661,0.788295425398928
"rnj1",21255.0236407031,-0.151401679041372,0.0947975957030881,-1.59710463032809,0.110242386228436,0.136620755323272
"yvoA_2",974.501059977309,-0.146407091959259,0.165131264425306,-0.886610373079793,0.375288707175308,0.429209498436128
"yjhB_3",388.322976075816,-0.146404561914099,0.265296522588655,-0.551852547804031,0.581049381640338,0.633582613405081
"ltrA_2",8.73212833251064,-0.146041860775704,1.36085203314695,-0.107316487919693,0.914537904612178,0.927944132659393
"yesO",35.7609171798623,-0.141899975104549,0.682562085059988,-0.207893139994845,0.835312405648251,0.860723203748878
"apc1",152.755570334748,-0.141386856015302,0.332259632282641,-0.425531248090436,0.670449447254908,0.718274239589376
"phoR_2",2276.9775716949,-0.141206636712124,0.127768107568775,-1.1051790575838,0.269082009516408,0.315448128976526
"uxuA_2",23.0406268292185,-0.139488955240782,0.832122972273383,-0.167630217994937,0.866874197050436,0.888071892988606
"sfsA",3189.41301318124,-0.138713324472443,0.136308146503826,-1.01764515203461,0.308846621444769,0.358893300248228
"helD_2",8423.41754127118,-0.13582075912329,0.0978801565017469,-1.38762302776729,0.165251865584229,0.201749210130439
"metQ_2",5817.97175855096,-0.134646060828714,0.103850571819509,-1.29653653773546,0.194790700472336,0.236002127208492
"rhaA",61.3851679987759,-0.132912097440954,0.513334574280457,-0.258919044420994,0.795697703795309,0.825782753873619
"cfiB_2",39984.6783625205,-0.131249911742669,0.102722870183287,-1.27770876639721,0.201352133079591,0.243026987007361
"gpsB",10504.8480232529,-0.128559587367084,0.133560201403582,-0.962559100810371,0.335768830664942,0.38847672850188
"scpA",4931.07258553946,-0.126930826085708,0.115022689231371,-1.10352859017566,0.269797682826892,0.315821993426774
"thyA",3557.37451307909,-0.126320842074351,0.118217563547401,-1.06854547060345,0.285274530808682,0.332959716310426
"por_2",11619.6278788219,-0.122526979688138,0.108174930714742,-1.13267444572017,0.257350992829181,0.303034601023711
"ftsY",7921.68920803904,-0.116385755237909,0.103135778493688,-1.12847119532851,0.259120975099288,0.30489326855733
"glnH",10995.0795638826,-0.108084447945674,0.111513814801975,-0.969247156844285,0.33242188780752,0.385272461324361
"trxB",7268.33920981477,-0.106100021514257,0.098942755527366,-1.07233744349187,0.283568494532134,0.331211330370622
"albF",4772.26838064048,-0.0975008147789399,0.102572535191399,-0.950554791270436,0.341830427412766,0.394915849376722
"glpQ_2",1740.99108742883,-0.097071909475507,0.131366961960163,-0.738937005370833,0.459945250317524,0.514569809209767
"lon",5274.14192690082,-0.0970481498801851,0.101638557393617,-0.954835963524604,0.339660657352323,0.392694093322366
"atpE_1",3647.7401771623,-0.0970283572506953,0.108772121063763,-0.892033328961346,0.372375068377037,0.426183399609089
"araC_4",193.905570429306,-0.091269085869788,0.297797981660005,-0.306479867193962,0.759239306453405,0.795076017215762
"frlB_2",226.117852080758,-0.0902264522613172,0.278974580168703,-0.32342176913307,0.746375845304788,0.786386727812853
"malG",13.7059474862086,-0.0888711069236683,1.20339358563581,-0.0738504077007471,0.941129416953027,0.95128763923125
"natA_3",316.340422108832,-0.0870238217349427,0.241103796537495,-0.360939242702507,0.718144866786808,0.761683296418786
"ebgA",197.68471862028,-0.084760039290287,0.293118691665197,-0.28916627189064,0.772454140941346,0.805863035634746
"dnaN",9253.6637150568,-0.081685664636085,0.0998629278622069,-0.817977866108599,0.413369826002229,0.468721341164921
"tmk",10177.9620216891,-0.0805194012799523,0.0934588060112675,-0.86154964648537,0.388935390105286,0.443542364647288
"licR_2",42.6883226539143,-0.0768674218289515,0.650127460782017,-0.118234387048488,0.90588194411439,0.920334432054952
"apbE",2629.35874800212,-0.0699318770331271,0.115210619880011,-0.606991587285611,0.5438564951662,0.598354900003173
"yteP_2",20.8573171813221,-0.0626079275217972,0.877180789316034,-0.0713740294866861,0.943100078350655,0.952376493260251
